row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,191105_AR_Panax_Pos.mzML Peak area,191105_AR_Ginkgo_Pos.mzML Peak area,191105_AR_Arnica_Pos.mzML Peak area,191105_AR_Cinchona_Pos.mzML Peak area,191105_AR_Salvia_Pos.mzML Peak area,
15152,405.1318357117589,5.8981314,,,,864,829,[M+K]+,,6,15090;15007;15092;15113;15152;15112,366.16827,0,0,0,0,40314.09,
1605,405.1385550002573,0.8063125,,,,110,58,[M+H]+,,1,1617,404.13145,0,0,0,28076.615,4078.628,
4145,405.14040051461257,1.7079146,,,,620,183,[M+2H]+2,,2,4384;4145,808.26628,0,0,2603.9597,440454.2,0,
15332,405.1662007488561,5.9032097,,,,422,855,[M-H+2Na]+,,2,15334;15332,360.19481,0,0,199.4986,0,437820.22,
3409,405.1727764713318,1.6318464,,,,486,171,[M+Na]+,,2,3409;4068,382.18354,23171.543,0,0,0,16217.397,
11470,405.18801336321695,4.384022,,,,892,617,[M+Na]+,,2,11507;11470,382.19881,0,8010.0366,0,0,0,
15650,405.1978128217967,6.1660156,,,,422,,,,,,,0,267764.4,36032.86,11651.4,114129.414,
1659,405.2200299637186,0.82995576,,,,387,,,,,,,0,0,0,68647.48,0,
14381,405.3509490143338,5.5869308,,,,324,,,,,,,445122.28,0,0,0,0,
15522,405.3512213165186,6.0668335,,,,422,,,,,,,208654.6,0,0,0,0,
14874,405.3515150302433,5.8084626,,,,132,,,,,,,254511.23,0,0,0,0,
13053,405.35155155387775,5.022039,,,,831,,,,,,,35482.246,0,0,0,0,
13968,405.351600200489,5.402334,,,,900,,,,,,,24101.002,0,0,0,0,
12388,405.3516703747241,4.7377224,,,,21,,,,,,,21183.639,0,0,0,0,
10201,405.3517621912899,4.112257,,,,836,,,,,,,91951.39,0,0,0,243.98782,
9827,405.35184318435483,4.0377846,,,,316,,,,,,,48769.17,0,0,0,228.68735,
10962,405.35209244537145,4.2448206,,,,786,,,,,,,1042892.8,0,0,0,243.98782,
8570,406.0201655739575,3.4109132,,,,836,,,,,,,0,0,0,0,22175.906,
2589,406.0662025642664,1.2242433,,,,716,,,,,,,3944.3074,0,10001.461,0,0,
10886,406.1135026212012,4.2256927,,,,786,584,[M+NH4]+,,3,10885;10886;10931,388.07971,0,0,0,0,27066.168,
18702,406.1861030388121,7.1030517,,,,576,1030,[M+H]+,,2,18863;18702,405.17868,0,0,0,0,10141.908,
12148,406.1882963042522,4.5179925,,,,913,635,[M+NH4]+,,2,12149;12148,388.15279,0,408.36057,0,0,10345.65,
924,406.20696391665444,0.48325816,,,,423,34,[2M+NH4]+,,2,924;944,194.08706,0,17403.389,0,0,0,
6495,406.2070455886187,2.591692,,,,836,,,,,,,0,0,3339.0447,0,66895.66,
3139,406.20704572030354,1.4769958,,,,223,141,[M+NH4]+,,5,3184;3139;3180;3174;3177,388.17298,0,0,19994.549,0,1387809.1,
4044,406.2071124372684,1.6335864,,,,697,166,[M+NH4]+,,2,4044;3697,388.17322,0,0,20411.596,0,179326.52,
2643,406.2072330332553,1.2988803,,,,,,,,,,,0,0,4728.6284,0,124525.41,
8459,406.2428896886488,3.3693838,,,,939,463,[M+NH4]+,,2,8459;8460,388.20944,0,6751.4805,0,0,0,
3272,406.24323098504277,1.5215645,,,,,,,,,,,0,14948.604,2080.6665,0,23072.719,
6203,406.2432602677263,2.5777292,,,,836,325,[M+NH4]+,,2,6203;6185,388.21025,0,22736.318,0,0,11055.932,
4690,406.24332785619066,1.9594067,,,,697,,,,,,,0,52300.37,1830.1478,0,1593.677,
11276,406.2436576335568,4.3246937,,,,469,602,[M+NH4]+,,2,11276;10920,388.21054,0,10714.837,0,0,0,
1543,407.05252977144573,0.7814564,,,,751,,,,,,,41604.254,0,0,0,0,
9115,407.08654921700884,3.5791142,,,,836,491,[M+Na]+,,2,9118;9115,384.09668,0,0,0,0,11183.972,
9622,407.11123757232974,3.7296548,,,,836,520,[M+Na]+,,2,9622;9621,384.12287,0,0,20951.207,0,660.70807,
4728,407.1302102484853,2.0572665,,,,203,233,[M+Na]+,,2,4728;4705,384.14168,0,0,0,0,4425.5176,
757,407.151074922885,0.3599281,,,,398,23,[M+Na]+,,2,757;756,384.16185,19900.47,0,0,0,0,
17858,407.1861554203503,6.768627,,,,576,,,,,,,0,0,5716.517,441.06104,477092.88,
7201,407.1901599155897,2.8034916,,,,836,365,[M+H]+,,1,7204,406.1828,0,0,10956.447,0,91601.945,
15415,407.1904238582897,6.080447,,,,422,,,,,,,0,507.4273,0,0,929786.25,
4776,407.20397542779284,2.0861223,,,,680,,,,,,,62846.156,0,0,0,0,
5502,407.2307278511722,2.2612605,,,,261,,,,,,,6700.9736,0,0,512.532,0,
3401,407.23769395326724,1.5793324,,,,928,,,,,,,3857.1692,0,20260.072,0,0,
2852,407.2377905163428,1.4659832,,,,270,,,,,,,2603.8577,0,37693.215,0,0,
2256,407.23867615533476,1.0654218,,,,225,,,,,,,0,0,15267.196,0,0,
13887,407.24579525297804,5.411841,,,,601,766,[M+H]+,,2,13898;13887,406.23855,0,323.3009,8974.279,0,8764.582,
13594,407.300791260419,5.3072853,,,,,,,,,,,3355.2212,0,3789.2378,0,1594.2605,
16829,407.3665027051007,6.4962497,,,,13,,,,,,,272250.22,0,0,0,0,
17421,407.3665639691151,6.6982937,,,,10,,,,,,,241034.02,0,0,0,0,
16155,407.36697862904043,6.306711,,,,782,897,[M+H]+,,2,16304;16155,406.36011,276080.84,0,0,0,0,
18783,407.3671597348921,7.113535,,,,43,,,,,,,503426.03,0,0,0,0,
2397,408.03575450245705,0.97084796,,,,235,,,,,,,0,373.74432,30139.016,0,0,
9566,408.1270996266013,3.7471983,,,,558,,,,,,,0,0,0,0,14627.183,
3148,408.15366252644344,1.4789227,,,,223,,,,,,,0,0,0,0,153910.66,
18125,408.1771115324053,6.9199376,,,,576,,,,,,,0,0,246020.0,0,78743.04,
3377,408.18514090822964,1.570363,,,,575,160,[M+NH4]+,,2,3378;3377,390.15099,0,0,0,152663.69,0,
1202,408.1862372831441,0.81047773,,,,,,,,,,,0,10329.44,0,9234.432,0,
3149,408.21163971665555,1.4789227,,,,223,142,[M+NH4]+,,2,3149;3150,390.17791,0,0,0,0,46430.344,
4969,408.2223067025103,2.172195,,,,652,275,[M+NH4]+,,2,4969;4841,390.1891,0,0,11041.139,0,5026.7236,
3991,408.22290340282433,1.770456,,,,697,203,[M+NH4]+,,2,3991;3992,390.18926,0,0,0,0,17906.1,
10596,408.2376440492879,4.29197,,,,,,,,,,,0,0,9197.645,0,217.10147,
3709,408.2591494692646,1.6855122,,,,709,,,,,,,0,69639.875,0,0,0,
4604,408.259200105384,1.9995621,,,,486,228,[M+NH4]+,,4,4624;4585;4604;4623,390.22531,0,150861.47,0,0,0,
4410,408.25927642174526,1.9125502,,,,453,222,[M+NH4]+,,2,4438;4410,390.22551,0,63165.72,0,0,0,
15566,409.1025308187103,6.0712814,,,,860,,,,,,,0,0,0,45742.164,0,
4208,409.11090473639536,1.7010436,,,,301,181,[M+Na]+,,2,4207;4208,386.12145,0,3485.045,0,0,7314.9062,
2187,409.1157991617574,1.04795,,,,527,,,,,,,0,69250.9,0,0,0,
8385,409.14921570695145,3.3428104,,,,836,466,[M+H]+,,4,8385;8657;8690;8726,408.14133,0,568918.7,3808.3425,0,2263.8665,
13388,409.1669223534162,5.139268,,,,931,732,[M+H]+,,2,13336;13388,408.15962,0,0,0,0,1898981.5,
11196,409.1679490212521,4.290963,,,,474,603,[M+H-H2O]+,,2,11171;11196,426.17107,0,0,0,0,15841.633,
3644,409.1836033039173,1.5695567,,,,486,155,[M+Na]+,,4,4142;3290;3644;3286,386.19387,3911.4521,22516.34,23043.34,5963.886,107296.42,
6596,409.183636710508,2.7440414,,,,836,345,[M+Na]+,,2,6476;6596,386.19434,0,9697.731,0,0,3260.2646,
5324,409.1870287304087,2.1165867,,,,532,,,,,,,0,286.7023,0,0,190469.11,
4361,409.1871428034786,1.6907141,,,,,,,,,,,0,352.59198,1445.4408,24001.494,71279.68,
14777,409.1921867628652,5.764887,,,,846,815,[M+H]+,,2,14768;14762,408.18625,0,3362.5432,417465.5,0,471.67908,
3069,409.24299555622025,1.4250683,,,,58,135,[M+H]+,,2,3070;3069,408.23588,0,72004.81,0,0,0,
2317,409.2430939177635,1.1083288,,,,208,93,[M+H]+,,2,2317;2338,408.23654,0,33666.25,0,0,0,
2543,409.24314601439266,1.2049698,,,,571,105,[M+H]+,,1,2529,408.23641,0,5224.561,0,0,0,
1032,409.97821830791736,0.5240599,,,,464,,,,,,,0,101155.55,25665.258,105061.43,11185.332,
7074,410.0785498288817,2.762684,,,,319,,,,,,,915.08624,215209.5,0,28998.926,1809.8887,
8773,410.10699472030615,3.2765102,,,,836,,,,,,,0,0,39051.594,0,272.40863,
18392,410.180555192556,7.0000734,,,,875,1007,[M+NH4]+,,3,18392;18429;18430,392.1469,0,0,0,0,86851.52,
3583,410.18331049609696,1.6146569,,,,486,170,[M+NH4]+,,2,3583;3584,392.14788,0,2402.9446,1076.6206,0,9181.436,
2881,410.188132640658,1.4727789,,,,,,,,,,,10222.103,0,534.8627,0,5865.423,
17701,410.1940901284737,6.7560554,,,,576,971,[M+H]+,,2,17593;17701,409.18657,0,0,336771.56,0,135164.36,
14598,410.1957281582645,5.683997,,,,773,804,[M+Na]+,,2,14490;14598,387.20558,0,0,61666.617,0,1298620.9,
15760,410.21956748672153,5.9619856,,,,422,,,,,,,1178.9298,397.93372,16489.227,569.5521,39434.945,
18886,410.21988224815743,7.0195584,,,,576,,,,,,,249.77069,0,1316.7473,1435.8826,48003.95,
15117,410.2208231744136,5.9044046,,,,823,,,,,,,43502.234,823.44403,73420.945,8116.9976,37697.562,
15896,410.25381603793886,6.2469077,,,,,,,,,,,1047.0597,0,13268.692,0,2871.7715,
5106,410.2748347126057,2.1978981,,,,505,265,[M+NH4]+,,2,5149;5106,392.24113,0,60132.47,0,0,0,
10023,410.59049092752616,3.9036257,,,,868,,,,,,,0,33382.61,0,0,0,
1521,411.0280327166181,0.9424815,,,,160,,,,,,,0,981.46606,11427.112,0,0,
10931,411.0689678116024,4.2329555,,,,786,584,[M+Na]+,,3,10885;10886;10931,388.07971,0,0,0,0,34408.887,
4221,411.0692901040346,1.8310981,,,,486,,,,,,,0,31368.973,690.2803,0,0,
2980,411.08186547304587,1.389988,,,,274,,,,,,,0,0,0,0,123733.07,
8073,411.0961659264263,3.2652435,,,,836,,,,,,,0,0,27840.195,0,4449.3555,
17191,411.1124819015925,6.720857,,,,702,,,,,,,58415.742,0,123.79675,0,307.7629,
16546,411.1131226341273,6.527052,,,,856,,,,,,,70142.05,0,123.79675,0,0,
12149,411.1403166124836,4.476738,,,,913,635,[M+Na]+,,2,12149;12148,388.15279,0,0,0,160.22388,4146.597,
13878,411.147626436534,5.367013,,,,601,763,[M+H]+,,2,13843;13880,410.13978,0,184.18909,14299.14,0,0,
6534,411.1621785546681,2.5989203,,,,836,,,,,,,0,0,1826.4896,0,45000.277,
3184,411.16220080345863,1.4805999,,,,223,141,[M+Na]+,,4,3184;3175;3139;3174,388.17298,0,0,5590.681,0,631933.1,
3697,411.1623744578684,1.6299822,,,,697,166,[M+Na]+,,2,4044;3697,388.17322,0,0,5999.453,0,82384.08,
1327,411.18508917292957,0.7891855,,,,435,,,,,,,0,441.16534,0,0,24455.596,
11485,411.19121542922767,4.3911805,,,,431,,,,,,,0,0,0,32716.596,0,
8460,411.19903808682824,3.444122,,,,939,463,[M+Na]+,,2,8459;8460,388.20944,0,6099.3887,2071.0452,0,382.02267,
10287,411.1997726335314,3.9429982,,,,836,,,,,,,0,8653.307,2071.0452,0,6882.765,
6926,411.2000183414646,2.6824386,,,,567,340,[M+Na]+,,2,6519;6926,388.2101,0,15918.63,387.2428,0,5826.632,
4679,411.20016371489373,2.0301867,,,,697,,,,,,,0,80490.695,3397.1997,0,1081.3553,
6185,411.20028127780034,2.525099,,,,836,325,[M+Na]+,,2,6203;6185,388.21025,0,36995.05,387.2428,0,11087.11,
10920,411.20046253721057,4.2310896,,,,469,602,[M+Na]+,,2,11276;10920,388.21054,0,8240.399,0,0,6057.9907,
11825,411.2012694354007,4.415958,,,,304,630,[M+H]+,,1,11826,410.19403,0,8015.085,0,0,20150.201,
4945,411.2033205413447,2.0987294,,,,203,247,[M+H]+,,1,5103,410.19647,0,4876.2837,5668.4346,0,253772.66,
13733,411.2492148241579,5.314637,,,,732,754,[2M+NH4]+,,2,13724;13733,196.60807,0,0,0,0,7948.125,
575,412.0174332934942,0.27590132,,,,295,17,[M+K]+,,2,575;574,373.05502,0,0,0,22294.414,0,
12444,412.1391219890644,4.7653174,,,,123,,,,,,,0,0,0,9516.874,0,
17921,412.2128642345135,6.836435,,,,609,991,[M+H]+,,2,17922;17921,411.20588,0,0,0,0,75404.305,
4706,412.2175218380087,2.111133,,,,203,238,[M+NH4]+,,2,4706;4707,394.18392,0,2256.6638,1271.4835,2483.7346,144525.08,
4300,412.22169448529365,1.971921,,,,,,,,,,,8042.121,5432.2305,0,0,598.3822,
15270,412.23483161603684,5.8906465,,,,864,,,,,,,9532.763,0,2476.0156,0,399166.2,
14069,412.2485457783815,5.442705,,,,679,,,,,,,0,0,0,0,68799.6,
840,413.0387064434744,0.43972933,,,,196,24,[M+K]+,,2,839;840,374.07494,0,0,0,4907.9556,0,
3005,413.07757251732636,1.3972003,,,,274,132,[M+Na]+,,2,2982;3005,390.08977,0,0,0,0,10960.685,
1970,413.0820959038559,0.948007,,,,7,,,,,,,0,0,0,266424.72,0,
3378,413.13987209013635,1.570363,,,,575,160,[M+Na]+,,2,3378;3377,390.15099,0,0,0,54840.645,0,
2026,413.14136102089657,0.95773953,,,,,,,,,,,0,11153.983,9463.061,0,1773.3445,
1203,413.1417593376147,0.8435542,,,,,,,,,,,0,13891.739,9918.229,0,1773.3445,
14583,413.16116081774845,5.6398273,,,,422,,,,,,,0,0,586064.7,0,0,
14038,413.16252249192127,5.4113936,,,,601,,,,,,,0,2194.0088,45549.656,198.42694,0,
3150,413.16721185551785,1.4789227,,,,223,142,[M+Na]+,,2,3149;3150,390.17791,0,0,0,0,20292.54,
3992,413.1786661676507,1.8632967,,,,697,203,[M+Na]+,,2,3991;3992,390.18926,0,323.90634,0,0,10110.137,
4841,413.17893283061886,2.2788281,,,,652,275,[M+Na]+,,2,4969;4841,390.1891,0,1983.3042,4704.1475,0,3612.4714,
18972,413.1929868704529,7.1624894,,,,,,,,,,,0,0,27895.346,0,0,
16120,413.1994316646442,6.180102,,,,576,883,[M+H]+,,1,16098,412.19153,0,0,154258.75,215.95181,15086.317,
3710,413.2145439324569,1.841494,,,,,,,,,,,0,59938.63,289.5478,0,0,
4624,413.2145965007594,2.0021658,,,,486,228,[M+Na]+,,4,4624;4585;4604;4623,390.22531,0,129570.09,289.5478,0,0,
7184,413.2157322902349,2.785186,,,,836,,,,,,,0,52673.844,3070.8083,0,4476.584,
5926,413.2162038331856,2.6110353,,,,613,,,,,,,0,28710.496,5524.679,0,286.25528,
10437,413.2166838823669,4.128747,,,,836,,,,,,,0,6184.408,1192.0913,0,39779.84,
2557,414.0097334349516,1.2064892,,,,470,,,,,,,0,0,0,0,36408.81,
6457,414.11876154923107,2.831152,,,,,,,,,,,0,0,1463.5863,0,14002.665,
17897,414.19089143630424,6.823245,,,,251,,,,,,,0,0,0,28365.262,1882.6974,
817,414.19676414575997,0.4281551,,,,280,26,[M+NH4]+,,2,817;827,396.16301,0,0,0,0,44825.8,
11633,414.2271454528408,4.467182,,,,226,,,,,,,0,0,28239.527,0,3579.8286,
18982,414.22765529730094,7.16806,,,,576,1036,[M+H]+,,2,18951;18982,413.2197,0,0,0,0,255201.69,
1172,414.27460542046754,0.58572,,,,11,,,,,,,0,0,0,42953.973,0,
16620,415.11450776951386,6.427961,,,,576,927,[M+K]+,,5,16426;16613;16635;16620;16633,376.15198,0,0,0,0,104351.445,
18430,415.1358340745042,7.0164003,,,,875,1007,[M+Na]+,,3,18392;18429;18430,392.1469,0,0,0,0,38351.676,
3584,415.1361605327268,1.6499277,,,,486,170,[M+Na]+,,3,3583;3584;3582,392.14788,0,0,0,0,5990.096,
18888,415.17249333782047,7.0929646,,,,576,,,,,,,0,0,523.1262,0,39339.312,
3835,415.230177824016,1.7216516,,,,212,184,[M+Na]+,,3,3813;3835;3814,392.24095,0,108724.01,0,0,0,
5415,415.2302062974492,2.2993329,,,,744,286,[M+Na]+,,2,5415;5413,392.24075,0,40883.332,0,0,0,
11942,416.1403419466157,4.576855,,,,226,,,,,,,0,0,30279.404,0,0,
14360,416.2053999705671,5.5746794,,,,623,790,[M+H]+,,1,14342,415.19826,0,0,3812.1477,0,0,
18738,416.2087436668039,7.1268473,,,,576,,,,,,,0,0,0,139586.05,596.3547,
1246,416.21260726456853,0.6446591,,,,,,,,,,,0,31633.79,0,0,0,
14248,416.22738379414113,5.5078235,,,,601,787,[M+NH4]+,,2,14249;14248,398.19412,0,0,0,0,18137.486,
10890,416.24298270693475,4.2260513,,,,786,,,,,,,0,0,2921.13,0,104666.42,
12694,416.2430591793145,5.0586433,,,,601,,,,,,,0,0,48154.883,0,219802.53,
14140,416.26364737510704,5.4888415,,,,284,778,[M+NH4]+,,2,14140;14120,398.22952,0,3272.5764,0,0,0,
3554,416.28484325242323,1.6402552,,,,486,,,,,,,7573.6475,5668.158,9439.882,0,15265.9795,
12318,417.02923433423877,4.721509,,,,21,670,[M+Na]+,,2,12318;12374,394.03999,0,0,1707.2915,0,6037.263,
17948,417.15228923776095,6.843645,,,,609,987,[M+Na]+,,2,17948;17946,394.1626,0,0,0,0,6035.5864,
12953,417.15232292304665,4.9532924,,,,601,704,[M+Na]+,,2,12968;12953,394.16269,0,1318.4365,612.145,284.06476,8793.392,
4707,417.1733663571021,2.0808177,,,,203,238,[M+Na]+,,2,4706;4707,394.18392,785.8309,1804.8607,690.2933,0,62044.77,
1122,417.1857490157283,0.56658745,,,,89,,,,,,,1704.9287,0,41417.46,0,0,
18281,417.2037162325397,6.827798,,,,576,,,,,,,31813.846,0,0,252.87201,0,
18446,417.21932728257127,7.024933,,,,198,,,,,,,0,0,0,12030.209,0,
3256,417.234560254773,1.6231556,,,,,,,,,,,25328.434,521.8954,0,0,0,
18471,417.7235289659129,7.032185,,,,198,1011,[M+Na]+,,2,18448;18471,394.73371,0,0,0,2451.0188,0,
5801,418.0767419959625,2.4411194,,,,836,,,,,,,0,103303.516,0,0,0,
4228,418.1710158471683,1.8559415,,,,486,,,,,,,0,15069.542,0,0,2601.364,
18837,418.2303765784251,7.1145344,,,,576,,,,,,,0,0,0,79153.31,0,
13015,418.24313337347525,5.0053625,,,,413,708,[M+NH4]+,,2,13015;13035,400.20986,0,0,0,0,6060.525,
11129,418.2794656869181,4.274075,,,,671,597,[2M+NH4]+,,2,11124;11129,200.12346,0,1862.9469,0,0,0,
13709,418.2805507080239,5.3087106,,,,424,753,[M+NH4]+,,2,13696;13709,400.24653,0,0,6821.1396,0,0,
14607,419.11063444591986,5.826771,,,,,,,,,,,0,25973.854,227.05086,0,0,
827,419.15230606878254,0.43535295,,,,280,26,[M+Na]+,,2,817;827,396.16301,0,0,0,0,8894.652,
2661,419.15396571315694,1.2669533,,,,208,108,[M+H]+,,1,2497,418.14725,0,0,0,0,4155.8643,
2056,419.154493859143,0.9746033,,,,387,70,[M+H]+,,2,2069;2056,418.14654,0,0,0,0,14795.654,
8020,419.1686658152569,3.1642253,,,,372,,,,,,,931.1572,58795.72,0,0,799.485,
10743,419.1693317505601,4.272798,,,,610,,,,,,,0,14340.628,5191.619,1930.0564,402.2507,
15215,419.17740327624125,5.918657,,,,644,,,,,,,0,6257.2627,4394.0703,0,5292.846,
10660,419.2633655560882,4.09419,,,,868,568,[M+H]+,,1,10655,418.25645,0,2266.56,3470.0674,0,708.2846,
9419,419.26354089429157,3.8007762,,,,836,518,[M+H]+,,2,9437;9438,418.25645,0,2266.56,5910.1084,0,884.4251,
12400,419.26899745482285,4.741018,,,,414,,,,,,,0,0,0,13275.536,0,
11538,419.2690324079998,4.4201202,,,,168,,,,,,,0,0,0,25898.26,0,
14608,420.11437872720956,5.645634,,,,,,,,,,,0,5600.842,0,0,0,
15651,420.1622525821345,6.097812,,,,422,,,,,,,0,216060.28,31346.428,0,82385.45,
2936,420.18604333964896,1.3734369,,,,208,127,[M+NH4]+,,3,2888;2863;2936,402.15204,17685.797,24098.43,12488.018,8637.915,404810.2,
4913,420.2005691971777,2.1443663,,,,783,,,,,,,0,0,8838.366,0,0,
2485,420.2232528295715,1.1859918,,,,308,102,[2M+NH4]+,,2,2485;2506,201.095,0,0,2816.0732,0,0,
9578,420.25942592894603,3.7521343,,,,836,512,[2M+NH4]+,,2,9308;9578,201.1133,0,1585.0338,0,0,8292.564,
2573,421.02959458041494,1.2170401,,,,716,,,,,,,6061.889,0,13340.605,0,0,
13331,421.0934856616488,5.152862,,,,,,,,,,,0,35343.883,0,0,560.42725,
7531,421.0961597573018,3.0701876,,,,836,,,,,,,0,0,8750.08,58778.33,0,
3728,421.1021928512381,1.6892192,,,,486,,,,,,,0,0,4465.9907,0,111353.76,
13938,421.1484673127403,5.514685,,,,422,,,,,,,0,0,385974.56,0,2393.6646,
13737,421.16019067100683,5.315944,,,,30,,,,,,,0,0,42857.812,0,0,
15454,421.1782458355997,5.9062576,,,,422,,,,,,,0,0,330.0522,13595.347,598.8148,
14249,421.1838931311698,5.544883,,,,601,787,[M+Na]+,,2,14249;14248,398.19412,0,0,250.54153,0,8823.027,
14120,421.21844080859535,5.4578547,,,,284,778,[M+Na]+,,2,14140;14120,398.22952,292.97052,4367.197,0,0,0,
8301,421.3461512828987,3.3191988,,,,,,,,,,,5274.913,0,0,0,0,
3656,422.0146070424236,1.6655592,,,,748,,,,,,,0,0,12872.091,0,0,
1544,422.0166212231485,0.7814564,,,,751,,,,,,,20650.244,0,0,0,0,
4380,422.1649534551412,1.9046086,,,,259,219,[M+NH4]+,,2,4383;4380,404.13095,0,0,0,387029.88,0,
1274,422.1650586944461,0.67481905,,,,110,,,,,,,14753.969,1351.4233,0,30174.23,14503.222,
14787,422.18742530400493,5.6258807,,,,,,,,,,,0,0,0,17287.252,1050.9987,
16475,422.1880813810894,6.4309707,,,,576,,,,,,,258.68646,0,0,247628.2,248.22565,
16621,422.2170169691067,6.427961,,,,576,926,[2M+NH4]+,,2,16621;16520,202.09147,0,0,0,0,811005.8,
9317,422.2171422809077,3.6520536,,,,836,,,,,,,0,0,15612.64,0,0,
2722,422.2383755539296,1.2920691,,,,208,116,[M+NH4]+,,2,2722;2706,404.20413,0,9870.715,0,0,0,
14421,422.31098415897634,5.5922403,,,,324,,,,,,,26698.191,0,17094.445,0,0,
1545,423.0245343141314,0.7814564,,,,751,,,,,,,23627.027,0,0,0,0,
12112,423.0255306439387,4.534769,,,,39,,,,,,,0,0,20698.137,0,214.20447,
2662,423.0436141334159,1.2409475,,,,208,111,[M+Na]+,,2,2662;2663,400.05446,0,0,292.76495,0,44338.742,
1193,423.0449554477802,0.6089886,,,,311,36,[M+Na]+,,2,1206;1193,400.05501,0,0,0,45155.457,0,
9118,423.05918129811437,3.5791142,,,,836,491,[M+K]+,,2,9118;9115,384.09668,0,0,0,0,4520.869,
1678,423.07103907979103,0.8366078,,,,387,60,[M+Na]+,,2,1678;1677,400.08174,0,0,0,10158.775,0,
1906,423.09953641612435,0.9196676,,,,387,,,,,,,0,20946.19,0,0,0,
7958,423.1071646568834,3.2191973,,,,706,,,,,,,0,0,0,91143.56,0,
4552,423.1275456935229,2.0937216,,,,180,,,,,,,0,5323.1514,408.2094,0,8078.795,
18102,423.182772012662,6.9090867,,,,576,,,,,,,0,0,101646.63,0,181697.81,
13036,423.1994713884481,5.015123,,,,413,708,[M+Na]+,,2,13035;13036,400.20986,0,0,0,0,9282.677,
18863,423.2123468123934,7.1174746,,,,576,1030,[M+NH4]+,,2,18863;18702,405.17868,0,0,0,0,5089.1323,
13696,423.2355526391841,5.300823,,,,424,753,[M+Na]+,,2,13696;13709,400.24653,0,0,9290.521,0,1917.0481,
14875,423.30232721454945,5.8084626,,,,132,821,[M+NH4]+,,2,14875;14910,405.26909,4400.341,0,0,0,0,
11720,423.3249088249893,4.5026464,,,,786,,,,,,,0,0,0,132315.75,0,
14169,423.3251087294613,5.4970126,,,,499,,,,,,,0,0,0,264479.66,0,
13023,423.3251334403478,5.0136013,,,,737,,,,,,,0,0,0,38399.367,0,
16442,423.3255503945917,6.370625,,,,576,,,,,,,0,0,0,110497.61,0,
17924,423.3257166635384,6.8381195,,,,576,,,,,,,0,0,0,82774.97,0,
17349,423.32601380364565,6.689498,,,,926,,,,,,,0,0,0,47950.22,0,
14384,423.36140012883004,5.5869308,,,,324,,,,,,,1546012.0,0,0,0,0,
18012,423.3616017300342,6.868797,,,,17,,,,,,,17625.605,0,0,0,0,
15523,423.3616703831488,6.0668335,,,,422,,,,,,,755456.94,0,0,0,0,
9322,423.36170657179565,3.6524944,,,,276,,,,,,,23925.34,0,0,0,0,
9829,423.3617431777941,3.842614,,,,804,,,,,,,164656.17,0,0,0,0,
17093,423.36186381717727,6.5625095,,,,817,,,,,,,27878.646,0,0,0,0,
12389,423.36196199653307,4.7377224,,,,21,,,,,,,75389.89,0,0,0,0,
10202,423.3619798633032,4.108627,,,,836,,,,,,,334061.8,0,0,0,4809.5693,
14876,423.36198810376465,5.8084626,,,,132,,,,,,,908471.0,0,0,0,0,
13054,423.36198964484197,5.022039,,,,831,,,,,,,145261.89,0,0,0,0,
13969,423.3619974687515,5.402334,,,,900,,,,,,,94201.91,0,0,0,0,
12730,423.3620069880597,4.88799,,,,606,,,,,,,40188.418,0,0,0,0,
10958,423.36232695792296,4.2411904,,,,786,,,,,,,3776530.8,0,0,0,4401.919,
2161,423.9934014605301,1.0383408,,,,452,,,,,,,335.17523,351.41077,15805.409,0,1223.4846,
7656,424.10023365601586,3.1276693,,,,836,405,[M+NH4]+,,2,7700;7656,406.06569,0,0,0,0,11511.834,
1474,424.18060539695534,0.74802095,,,,518,52,[M+NH4]+,,2,1481;1474,406.14709,0,0,0,20274.656,0,
14961,424.1970855896727,5.692891,,,,,,,,,,,0,0,23271.602,0,2098.986,
5717,424.2072996779411,2.4054143,,,,,,,,,,,0,0,21106.041,0,0,
16687,424.20753027282865,6.520559,,,,50,,,,,,,0,0,0,7226.7397,310.73303,
7204,424.2165439410465,2.8071156,,,,836,365,[M+NH4]+,,2,7204;7201,406.1828,0,0,38756.69,0,363751.0,
17304,424.23271543120654,6.683725,,,,420,,,,,,,0,0,284.86786,0,182593.53,
2769,424.2539216198771,1.2299069,,,,208,109,[M+NH4]+,,2,2609;2769,406.2203,0,62725.71,321.9679,0,17067.412,
12154,424.2539634505219,4.651433,,,,359,663,[M+NH4]+,,2,12155;12154,406.22063,0,6604.236,0,0,0,
2366,424.2541870438898,1.0047585,,,,99,,,,,,,0,4110.18,339.13184,0,16116.459,
3454,424.25469372519876,1.578083,,,,357,,,,,,,0,38411.508,0,0,360.04993,
1163,425.0245420469194,0.6483376,,,,632,,,,,,,4417.8867,0,1664.4601,0,15938.787,
991,425.0550760052279,0.50394684,,,,240,,,,,,,0,1332.4314,1198.8154,0,9773.127,
9559,425.0650099057212,3.742729,,,,366,,,,,,,0,0,0,48230.465,0,
15567,425.0747402114499,6.0712814,,,,860,,,,,,,0,0,0,9585.276,0,
7417,425.0868517709379,2.9150848,,,,,,,,,,,0,24995.264,0,226587.53,1298.3365,
10594,425.0869368298414,4.1073327,,,,451,,,,,,,0,0,0,25469.035,0,
